verdict	leverage	occurrences	fanin	type	java_class	category	source	note
SUGGEST-ARENA	4	8	0	MarkupItemStorage		graph?	suggest	same domain concept with different storage backings (MarkupItemStorageDB, MarkupItemStorageImpl). Per OWNERSHIP_MIGRATION.md convention 3, the backing is where the object was read from, not what it is: one type, resolved as a Copy ID against a snapshot
WAIT-PORT	4	8	0	TraceOverlappedRegionException		closed-hierarchy?	derived	Java declares TraceOverlappedRegionException as a class with no subtypes, so a concrete type is the right end state -- but TraceOverlappedRegionException is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
ARENA	4	7	418	Memory		graph?	promoted	same domain concept with different storage backings (DBTraceGuestPlatformMappedMemory, DBTraceProgramViewMemory, MemoryMapDB). Per OWNERSHIP_MIGRATION.md convention 3, the backing is where the object was read from, not what it is: one type, resolved as a Copy ID against a snapshot
STRUCT	4	7	980	Parameter		graph?	promoted	inheritance chain, not alternatives: ReturnParameterDB extend(s) ParameterDB. Java subclassing for reuse has no Rust translation -- port ParameterDB as a concrete type and let the others embed it
STRUCT	4	5	0	AssemblySentential		graph?	promoted	Java declares AssemblySentential as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	4	5	0	BlockMap		graph?	promoted	Java declares BlockMap as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)
TODO	4	5	0	ErasedPcodeUseropLibrary		graph?	evidence	no Java type named ErasedPcodeUseropLibrary -- an abstraction the port invented, so Java says nothing about its shape
STRUCT	4	5	0	HighVariable		graph?	promoted	inheritance chain, not alternatives: HighParam extend(s) HighLocal. Java subclassing for reuse has no Rust translation -- port HighLocal as a concrete type and let the others embed it
STRUCT	4	5	0	PcodeFactory		open-extension	promoted	inheritance chain, not alternatives: HighFunction, HighParamID extend(s) PcodeSyntaxTree. Java subclassing for reuse has no Rust translation -- port PcodeSyntaxTree as a concrete type and let the others embed it
TODO	4	5	0	TripleSymbol	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/symbol/TripleSymbol.java	graph?	evidence	resolved to Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/symbol/TripleSymbol.java: shape_rules R12-abstract-pure says trait -- needs a human (a trait's verdict depends on its implementer set, and a struct_trait split is a port task rather than a convention)
TODO	4	5	0	TripleSymbol	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghsymbol/TripleSymbol.java	graph?	evidence	resolved to Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghsymbol/TripleSymbol.java: shape_rules R12-abstract-pure says trait -- needs a human (a trait's verdict depends on its implementer set, and a struct_trait split is a port task rather than a convention)
TODO	4	5	0	VTProgramCorrelator		graph?	evidence	11 Java subtypes -- too many for an enum; needs a human call (genuine open set -> ACCEPT, or graph type -> ARENA/GRAPH)
STRUCT	4	4	0	BufferFile		graph?	promoted	inheritance chain, not alternatives: ManagedBufferFileAdapter extend(s) BufferFileAdapter. Java subclassing for reuse has no Rust translation -- port BufferFileAdapter as a concrete type and let the others embed it
WAIT-PORT	4	4	0	ObjectKey		graph?	derived	Java declares ObjectKey as a class with no subtypes, so a concrete type is the right end state -- but ObjectKey is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
STRUCT	4	4	0	RecursiveDescentSolver		graph?	promoted	Java declares RecursiveDescentSolver as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
WAIT-PORT	4	4	0	TraceRegisterUtils		graph?	derived	Java declares TraceRegisterUtils as a enum with no subtypes, so a concrete type is the right end state -- but TraceRegisterUtils is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
ENUM	3	58	0	SaveState		graph?	promoted	small closed set: 2 Java subtypes
STRUCT	3	40	0	BigFloat		graph?	promoted	Java declares BigFloat as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
WAIT-PORT	3	37	0	InstructionContext		graph?	derived	Java declares InstructionContext as a class with no subtypes, so a concrete type is the right end state -- but InstructionContext is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
GRAPH	3	28	0	PcodeBlock		graph?	manual	hierarchy a parser or lowering pass BUILDS dynamically, with operations accruing over time -- OWNERSHIP_MIGRATION.md convention 4 (Kind tag enum + arena + Copy ids). Not ENUM: the question is not whether the set is closed but how values are constructed. Decided 2026-08-09.
GRAPH	3	26	0	ClangNode		graph?	promoted	18 Java subtypes with an AST/IR node name -- too many for an enum, but a tagged arena graph suits a node set this size
STRUCT	3	26	0	FieldSpan		graph?	promoted	null-object pattern: Empty exist(s) only to stand in for 'no FieldSpan'. Rust spells that `Option<FieldSpan>` -- port Impl as the concrete type and delete the placeholder variant
STRUCT	3	25	0	TraceSnapshot		graph?	promoted	one concrete Java implementer (DBTraceSnapshot) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
STRUCT	3	21	0	ExtensionDetails		graph?	promoted	Java declares ExtensionDetails as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	3	16	0	Application		graph?	promoted	Java declares Application as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
ENUM	3	16	0	Buffer		graph?	promoted	small closed set: 3 Java subtypes
STRUCT	3	15	0	CodeBlockModel		graph?	promoted	inheritance chain, not alternatives: IsolatedEntrySubModel extend(s) OverlapCodeSubModel. Java subclassing for reuse has no Rust translation -- port OverlapCodeSubModel as a concrete type and let the others embed it
STRUCT	3	13	100	Workspace		graph?	promoted	one concrete Java implementer (WorkspaceImpl) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
STRUCT	3	12	0	AssemblyParseNumericToken		graph?	promoted	Java declares AssemblyParseNumericToken as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (3 Rust impls notwithstanding)
STRUCT	3	11	0	Emulate		graph?	promoted	Java declares Emulate a class with one subclass (GlueEmulate) -- inheritance for reuse, not polymorphism; port Emulate as a concrete type and let GlueEmulate embed it
TODO	3	10	0	DisjointPattern	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/pattern/DisjointPattern.java	graph?	evidence	resolved to Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/pattern/DisjointPattern.java: shape_rules R12-abstract-pure says trait -- needs a human (a trait's verdict depends on its implementer set, and a struct_trait split is a port task rather than a convention)
TODO	3	10	0	DisjointPattern	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghpattern/DisjointPattern.java	graph?	evidence	resolved to Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghpattern/DisjointPattern.java: shape_rules R12-abstract-pure says trait -- needs a human (a trait's verdict depends on its implementer set, and a struct_trait split is a port task rather than a convention)
SUGGEST-ENUM	3	10	0	VtMatch		graph?	suggest	small closed set: 2 Java subtypes
ARENA	3	9	0	DBAnnotatedObject		graph?	manual	core program-model object: has identity, is mutated over its lifetime, referenced from many places. Same family as the Program/Listing/DataTypeManager/Function/Data/Symbol arena types in OWNERSHIP_MIGRATION.md convention 1 -- CodeUnit is literally Data's parent. Decided 2026-08-09.
ENUM	3	9	0	PluginPackageLike		graph?	promoted	small closed set: 8 Java subtypes
STRUCT	3	9	0	Vertex		graph?	promoted	Java declares Vertex as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	3	8	0	DBBuffer		graph?	promoted	Java declares DBBuffer as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
TODO	3	8	0	ErasedPcodeMachine		graph?	evidence	no Java type named ErasedPcodeMachine -- an abstraction the port invented, so Java says nothing about its shape
WAIT-STUB	3	8	0	JdomElement		graph?	derived	no Java type named JdomElement, and it is a seam_stubs.rs placeholder -- a compile-time stand-in, not an abstraction anyone designed. Its shape is decided when the stub is retired (STUB_DEBT.tsv), not here
ITER	3	8	0	RemovableIterator		graph?	family	[family:Iterator] Delete the custom trait; implement std::Iterator<Item=T>. Callers take the concrete type or `impl Iterator`; a genuinely heterogeneous collection (e.g. a merge over one iterator per search category) uses Box<dyn Iterator<Item=T>>, which is idiomatic Rust and already excluded from debt scoring -- the erased type is std::Iterator itself. `has_next` has no replacement method: use Peekable to look without consuming, or `while let Some(x) = it.next()`. Worked example: searchtext/iterators/search_address_iterator.rs + listing_display_search_address_iterator.rs.
ENUM	3	7	0	AssemblyParseResult		graph?	promoted	small closed set: 2 Java subtypes
ITER	3	7	0	CodeBlockReferenceIterator		graph?	family	[family:Iterator] Delete the custom trait; implement std::Iterator<Item=T>. Callers take the concrete type or `impl Iterator`; a genuinely heterogeneous collection (e.g. a merge over one iterator per search category) uses Box<dyn Iterator<Item=T>>, which is idiomatic Rust and already excluded from debt scoring -- the erased type is std::Iterator itself. `has_next` has no replacement method: use Peekable to look without consuming, or `while let Some(x) = it.next()`. Worked example: searchtext/iterators/search_address_iterator.rs + listing_display_search_address_iterator.rs.
STRUCT	3	7	0	DataBuffer	Ghidra/Framework/DB/src/main/java/db/buffers/DataBuffer.java	graph?	promoted	resolved to Ghidra/Framework/DB/src/main/java/db/buffers/DataBuffer.java: shape_rules R14-concrete-class says struct
TODO	3	7	0	DataBuffer	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DataBuffer.java	graph?	evidence	resolved to Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DataBuffer.java: shape_rules R9-open-interface says trait -- needs a human (a trait's verdict depends on its implementer set, and a struct_trait split is a port task rather than a convention)
STRUCT	3	7	0	ManagedBufferFileHandle		graph?	promoted	one concrete Java implementer (RemoteManagedBufferFileImpl) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
WAIT-PORT	3	7	0	RepositoryItem		graph?	derived	Java declares RepositoryItem as a class with no subtypes, so a concrete type is the right end state -- but RepositoryItem is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
STRUCT	3	6	0	AssemblySelector		graph?	promoted	Java declares AssemblySelector a class with one subclass (AllMatchByTextSelector) -- inheritance for reuse, not polymorphism; port AssemblySelector as a concrete type and let AllMatchByTextSelector embed it
ITER	3	6	0	CodeBlockIterator		graph?	family	[family:Iterator] Delete the custom trait; implement std::Iterator<Item=T>. Callers take the concrete type or `impl Iterator`; a genuinely heterogeneous collection (e.g. a merge over one iterator per search category) uses Box<dyn Iterator<Item=T>>, which is idiomatic Rust and already excluded from debt scoring -- the erased type is std::Iterator itself. `has_next` has no replacement method: use Peekable to look without consuming, or `while let Some(x) = it.next()`. Worked example: searchtext/iterators/search_address_iterator.rs + listing_display_search_address_iterator.rs.
ITER	3	6	0	InstructionIterator		graph?	family	[family:Iterator] Delete the custom trait; implement std::Iterator<Item=T>. Callers take the concrete type or `impl Iterator`; a genuinely heterogeneous collection (e.g. a merge over one iterator per search category) uses Box<dyn Iterator<Item=T>>, which is idiomatic Rust and already excluded from debt scoring -- the erased type is std::Iterator itself. `has_next` has no replacement method: use Peekable to look without consuming, or `while let Some(x) = it.next()`. Worked example: searchtext/iterators/search_address_iterator.rs + listing_display_search_address_iterator.rs.
